Hour,GHI,DHI,Temperature,Wind Speed,IT
1.0,0.0,0.0,11.0,0.2,0.0
2.0,0.0,0.0,10.0,0.2,0.0
3.0,0.0,0.0,10.0,0.2,0.0
4.0,0.0,0.0,9.0,0.2,0.0
5.0,0.0,0.0,9.0,0.2,0.0
6.0,0.0,0.0,11.0,0.3,0.0
7.0,0.0,0.0,11.0,0.3,0.0
8.0,0.0,0.0,12.0,0.3,0.0
9.0,158.0,79.0,15.0,0.2,204.73515651047657
10.0,359.0,120.0,19.0,0.2,478.1396945355538
11.0,529.0,144.0,24.0,0.2,704.5591027870094
12.0,644.0,157.0,28.0,0.2,861.3788250253399
13.0,693.0,162.0,30.0,0.1,940.0859611978052
14.0,671.0,159.0,30.0,0.1,938.8826438862695
15.0,579.0,149.0,30.0,0.1,863.7744098855464
16.0,427.0,130.0,28.0,0.1,751.3207809093471
17.0,234.0,96.0,25.0,0.1,1706.2701728662219
18.0,26.0,26.0,22.0,0.2,24.606664199358164
19.0,0.0,0.0,21.0,0.2,0.0
20.0,0.0,0.0,20.0,0.3,0.0
21.0,0.0,0.0,19.0,0.3,0.0
22.0,0.0,0.0,18.0,0.3,0.0
23.0,0.0,0.0,17.0,0.3,0.0
24.0,0.0,0.0,16.0,0.3,0.0
25.0,0.0,0.0,15.0,0.3,0.0
26.0,0.0,0.0,15.0,0.3,0.0
27.0,0.0,0.0,14.0,0.3,0.0
28.0,0.0,0.0,13.0,0.3,0.0
29.0,0.0,0.0,13.0,0.3,0.0
30.0,0.0,0.0,13.0,0.3,0.0
31.0,0.0,0.0,12.0,0.3,0.0
32.0,0.0,0.0,13.0,0.3,0.0
33.0,157.0,79.0,16.0,0.3,202.99219049137525
34.0,333.0,129.0,20.0,0.2,432.9993119488942
35.0,509.0,145.0,25.0,0.2,674.0038934352117
36.0,611.0,169.0,29.0,0.1,806.1870037927353
37.0,682.0,163.0,30.0,0.1,922.2709182464934
38.0,667.0,159.0,31.0,0.0,931.3932328038032
39.0,576.0,149.0,30.0,0.0,856.8155092733156
40.0,425.0,130.0,28.0,0.0,743.3796232200924
41.0,234.0,96.0,25.0,0.1,1561.102427109698
42.0,29.0,28.0,22.0,0.2,2731.43481540784
43.0,0.0,0.0,21.0,0.2,0.0
44.0,0.0,0.0,20.0,0.3,0.0
45.0,0.0,0.0,19.0,0.3,0.0
46.0,0.0,0.0,18.0,0.3,0.0
47.0,0.0,0.0,17.0,0.3,0.0
48.0,0.0,0.0,16.0,0.3,0.0
49.0,0.0,0.0,16.0,0.3,0.0
50.0,0.0,0.0,15.0,0.2,0.0
51.0,0.0,0.0,14.0,0.2,0.0
52.0,0.0,0.0,14.0,0.2,0.0
53.0,0.0,0.0,13.0,0.2,0.0
54.0,0.0,0.0,13.0,0.2,0.0
55.0,0.0,0.0,12.0,0.2,0.0
56.0,0.0,0.0,13.0,0.2,0.0
57.0,156.0,79.0,17.0,0.1,201.23248236250384
58.0,358.0,120.0,21.0,0.1,475.94501519417486
59.0,529.0,144.0,26.0,0.0,703.4360552579467
60.0,647.0,157.0,29.0,0.0,864.1857288234909
61.0,698.0,162.0,30.0,0.0,945.394081319119
62.0,677.0,160.0,30.0,0.0,944.7411233623533
63.0,586.0,150.0,29.0,0.0,870.8056270042879
64.0,434.0,131.0,27.0,0.1,757.2560953239451
65.0,241.0,98.0,24.0,0.1,1489.7420469966705
66.0,31.0,29.0,21.0,0.2,8892.27080763391
67.0,0.0,0.0,20.0,0.2,0.0
68.0,0.0,0.0,19.0,0.2,0.0
69.0,0.0,0.0,18.0,0.2,0.0
70.0,0.0,0.0,17.0,0.3,0.0
71.0,0.0,0.0,17.0,0.3,0.0
72.0,0.0,0.0,16.0,0.2,0.0
73.0,0.0,0.0,15.0,0.2,0.0
74.0,0.0,0.0,14.0,0.2,0.0
75.0,0.0,0.0,14.0,0.2,0.0
76.0,0.0,0.0,13.0,0.2,0.0
77.0,0.0,0.0,13.0,0.2,0.0
78.0,0.0,0.0,12.0,0.2,0.0
79.0,0.0,0.0,12.0,0.2,0.0
80.0,0.0,0.0,13.0,0.2,0.0
81.0,155.0,82.0,17.0,0.1,197.3740431899928
82.0,360.0,120.0,21.0,0.1,478.5903697694641
83.0,532.0,144.0,26.0,0.1,707.206451209371
84.0,649.0,157.0,28.0,0.1,866.2138240294889
85.0,700.0,163.0,29.0,0.1,946.6575584827759
86.0,680.0,160.0,29.0,0.1,947.8240627672664
87.0,589.0,151.0,29.0,0.1,872.9588172626283
88.0,438.0,132.0,27.0,0.1,760.4656587767564
89.0,244.0,134.0,24.0,0.1,1118.4897305241818
90.0,29.0,29.0,21.0,0.2,27.445894683899493
91.0,0.0,0.0,20.0,0.2,0.0
92.0,0.0,0.0,19.0,0.2,0.0
93.0,0.0,0.0,18.0,0.2,0.0
94.0,0.0,0.0,17.0,0.2,0.0
95.0,0.0,0.0,16.0,0.2,0.0
96.0,0.0,0.0,15.0,0.2,0.0
97.0,0.0,0.0,15.0,0.1,0.0
98.0,0.0,0.0,14.0,0.1,0.0
99.0,0.0,0.0,14.0,0.1,0.0
100.0,0.0,0.0,13.0,0.1,0.0
101.0,0.0,0.0,13.0,0.1,0.0
102.0,0.0,0.0,12.0,0.1,0.0
103.0,0.0,0.0,12.0,0.1,0.0
104.0,0.0,0.0,13.0,0.1,0.0
105.0,159.0,78.0,17.0,0.1,206.5515005653508
106.0,362.0,120.0,20.0,0.0,481.1875233619915
107.0,535.0,144.0,25.0,0.0,710.9117890421988
108.0,654.0,158.0,28.0,0.0,872.0303671336069
109.0,686.0,143.0,29.0,0.1,935.3378796203112
110.0,666.0,141.0,29.0,0.1,935.8876840120048
111.0,579.0,134.0,28.0,0.1,866.2848980950594
112.0,444.0,133.0,26.0,0.1,767.6548226595343
113.0,247.0,135.0,23.0,0.1,1064.688734962326
114.0,32.0,31.0,20.0,0.2,7848.710025377401
115.0,0.0,0.0,19.0,0.2,0.0
116.0,0.0,0.0,18.0,0.2,0.0
117.0,0.0,0.0,17.0,0.3,0.0
118.0,0.0,0.0,16.0,0.3,0.0
119.0,0.0,0.0,16.0,0.3,0.0
120.0,0.0,0.0,15.0,0.3,0.0
121.0,0.0,0.0,14.0,0.2,0.0
122.0,0.0,0.0,13.0,0.2,0.0
123.0,0.0,0.0,13.0,0.2,0.0
124.0,0.0,0.0,12.0,0.2,0.0
125.0,0.0,0.0,12.0,0.2,0.0
126.0,0.0,0.0,11.0,0.2,0.0
127.0,0.0,0.0,11.0,0.2,0.0
128.0,0.0,0.0,12.0,0.2,0.0
129.0,154.0,81.0,16.0,0.1,196.11715062400577
130.0,356.0,114.0,19.0,0.0,475.0231903792387
131.0,518.0,132.0,24.0,0.0,691.453060414998
132.0,625.0,150.0,27.0,0.1,832.8854900192343
133.0,670.0,159.0,28.0,0.1,902.0974287557541
134.0,669.0,162.0,29.0,0.1,926.6204232452168
135.0,573.0,140.0,28.0,0.1,849.7547415736979
136.0,435.0,128.0,26.0,0.1,750.517994951193
137.0,242.0,136.0,23.0,0.1,955.5029715709852
138.0,35.0,33.0,20.0,0.2,18983.212595173805
139.0,0.0,0.0,19.0,0.2,0.0
140.0,0.0,0.0,18.0,0.1,0.0
141.0,0.0,0.0,18.0,0.1,0.0
142.0,0.0,0.0,17.0,0.1,0.0
143.0,0.0,0.0,16.0,0.1,0.0
144.0,0.0,0.0,15.0,0.1,0.0
145.0,0.0,0.0,15.0,0.1,0.0
146.0,0.0,0.0,14.0,0.0,0.0
147.0,0.0,0.0,14.0,0.0,0.0
148.0,0.0,0.0,13.0,0.0,0.0
149.0,0.0,0.0,13.0,0.0,0.0
150.0,0.0,0.0,13.0,0.1,0.0
151.0,0.0,0.0,12.0,0.1,0.0
152.0,0.0,0.0,14.0,0.2,0.0
153.0,154.0,79.0,17.0,0.2,197.30985333409893
154.0,345.0,118.0,21.0,0.1,455.55868218621197
155.0,525.0,143.0,26.0,0.1,695.194621904323
156.0,626.0,149.0,28.0,0.1,833.8003113720533
157.0,680.0,194.0,29.0,0.1,897.2117065669349
158.0,603.0,242.0,29.0,0.1,778.4362332426476
159.0,577.0,175.0,29.0,0.1,829.3547235798733
160.0,431.0,126.0,27.0,0.1,740.3469197498096
161.0,247.0,99.0,24.0,0.1,1174.6324763188477
162.0,19.0,19.0,21.0,0.1,17.981793068761736
163.0,0.0,0.0,20.0,0.1,0.0
164.0,0.0,0.0,20.0,0.1,0.0
165.0,0.0,0.0,19.0,0.1,0.0
166.0,0.0,0.0,18.0,0.1,0.0
167.0,0.0,0.0,17.0,0.1,0.0
168.0,0.0,0.0,17.0,0.2,0.0
169.0,0.0,0.0,17.0,0.2,0.0
170.0,0.0,0.0,16.0,0.2,0.0
171.0,0.0,0.0,16.0,0.2,0.0
172.0,0.0,0.0,16.0,0.3,0.0
173.0,0.0,0.0,15.0,0.3,0.0
174.0,0.0,0.0,14.0,0.2,0.0
175.0,0.0,0.0,14.0,0.2,0.0
176.0,0.0,0.0,15.0,0.2,0.0
177.0,153.0,76.0,18.0,0.2,197.52730062846865
178.0,351.0,118.0,22.0,0.2,464.10219365414446
179.0,522.0,142.0,26.0,0.2,690.4716183813244
180.0,641.0,156.0,28.0,0.3,850.9190187551402
181.0,694.0,161.0,29.0,0.3,933.568127753246
182.0,675.0,160.0,29.0,0.3,933.4065547991154
183.0,587.0,150.0,29.0,0.3,861.0491191730066
184.0,436.0,149.0,27.0,0.3,721.4821996037
185.0,219.0,134.0,25.0,0.3,710.3265571055892
186.0,26.0,26.0,23.0,0.2,24.606664199358164
187.0,0.0,0.0,22.0,0.2,0.0
188.0,0.0,0.0,21.0,0.2,0.0
189.0,0.0,0.0,20.0,0.2,0.0
190.0,0.0,0.0,19.0,0.2,0.0
191.0,0.0,0.0,19.0,0.2,0.0
192.0,0.0,0.0,19.0,0.2,0.0
193.0,0.0,0.0,18.0,0.2,0.0
194.0,0.0,0.0,18.0,0.2,0.0
195.0,0.0,0.0,18.0,0.2,0.0
196.0,0.0,0.0,17.0,0.2,0.0
197.0,0.0,0.0,17.0,0.2,0.0
198.0,0.0,0.0,17.0,0.2,0.0
199.0,0.0,0.0,16.0,0.2,0.0
200.0,0.0,0.0,17.0,0.2,0.0
201.0,146.0,74.0,19.0,0.1,187.26371495189204
202.0,333.0,139.0,23.0,0.1,424.5006423337966
203.0,456.0,200.0,26.0,0.2,563.3016736473379
204.0,584.0,225.0,28.0,0.2,732.6375470970195
205.0,674.0,159.0,30.0,0.2,903.8560767278304
206.0,656.0,157.0,30.0,0.2,904.4671203110323
207.0,568.0,161.0,29.0,0.3,819.7657592598184
208.0,415.0,163.0,28.0,0.3,660.4160930396168
209.0,223.0,135.0,26.0,0.2,697.4908836404858
210.0,13.0,13.0,23.0,0.2,12.303332099679082
211.0,0.0,0.0,22.0,0.2,0.0
212.0,0.0,0.0,21.0,0.2,0.0
213.0,0.0,0.0,20.0,0.3,0.0
214.0,0.0,0.0,19.0,0.3,0.0
215.0,0.0,0.0,18.0,0.2,0.0
216.0,0.0,0.0,18.0,0.2,0.0
217.0,0.0,0.0,17.0,0.2,0.0
218.0,0.0,0.0,17.0,0.2,0.0
219.0,0.0,0.0,17.0,0.2,0.0
220.0,0.0,0.0,16.0,0.2,0.0
221.0,0.0,0.0,16.0,0.2,0.0
222.0,0.0,0.0,16.0,0.1,0.0
223.0,0.0,0.0,15.0,0.1,0.0
224.0,0.0,0.0,16.0,0.1,0.0
225.0,152.0,75.0,19.0,0.1,196.10272102295437
226.0,327.0,134.0,22.0,0.0,417.7432893452593
227.0,496.0,201.0,26.0,0.0,620.493485195323
228.0,456.0,295.0,28.0,0.0,511.8456677451616
229.0,605.0,265.0,29.0,0.0,747.1849021038676
230.0,651.0,203.0,29.0,0.0,869.0698861447096
231.0,591.0,150.0,29.0,0.0,862.5203670113967
232.0,444.0,132.0,27.0,0.0,747.1850428852223
233.0,236.0,119.0,25.0,0.1,829.1695712203623
234.0,53.0,43.0,22.0,0.1,158279.02554782998
235.0,0.0,0.0,21.0,0.2,0.0
236.0,0.0,0.0,20.0,0.2,0.0
237.0,0.0,0.0,19.0,0.3,0.0
238.0,0.0,0.0,18.0,0.3,0.0
239.0,0.0,0.0,18.0,0.3,0.0
240.0,0.0,0.0,17.0,0.3,0.0
241.0,0.0,0.0,16.0,0.3,0.0
242.0,0.0,0.0,16.0,0.2,0.0
243.0,0.0,0.0,15.0,0.2,0.0
244.0,0.0,0.0,15.0,0.3,0.0
245.0,0.0,0.0,14.0,0.3,0.0
246.0,0.0,0.0,14.0,0.3,0.0
247.0,0.0,0.0,13.0,0.3,0.0
248.0,0.0,0.0,15.0,0.3,0.0
249.0,152.0,75.0,18.0,0.2,195.83611772972102
250.0,350.0,118.0,22.0,0.2,460.7320943113996
251.0,521.0,142.0,27.0,0.1,686.1795408950363
252.0,640.0,156.0,30.0,0.1,845.7544498587777
253.0,694.0,161.0,31.0,0.2,928.9194621119278
254.0,677.0,159.0,31.0,0.2,931.1978449360957
255.0,591.0,150.0,30.0,0.2,859.8713460685169
256.0,445.0,132.0,28.0,0.2,744.7287558807639
257.0,256.0,101.0,26.0,0.2,996.0398934988019
258.0,50.0,43.0,23.0,0.2,121380.15591001544
259.0,0.0,0.0,22.0,0.2,0.0
260.0,0.0,0.0,21.0,0.2,0.0
261.0,0.0,0.0,20.0,0.2,0.0
262.0,0.0,0.0,19.0,0.2,0.0
263.0,0.0,0.0,19.0,0.1,0.0
264.0,0.0,0.0,18.0,0.1,0.0
265.0,0.0,0.0,17.0,0.1,0.0
266.0,0.0,0.0,17.0,0.2,0.0
267.0,0.0,0.0,16.0,0.2,0.0
268.0,0.0,0.0,16.0,0.2,0.0
269.0,0.0,0.0,15.0,0.2,0.0
270.0,0.0,0.0,14.0,0.2,0.0
271.0,0.0,0.0,14.0,0.1,0.0
272.0,0.0,0.0,15.0,0.1,0.0
273.0,149.0,82.0,18.0,0.1,185.99834853154158
274.0,348.0,117.0,22.0,0.1,457.5912044657728
275.0,513.0,149.0,25.0,0.2,669.9672875234846
276.0,591.0,224.0,27.0,0.2,740.3280909559878
277.0,689.0,160.0,28.0,0.3,920.4876856855718
278.0,672.0,159.0,27.0,0.3,921.617559948706
279.0,586.0,149.0,27.0,0.3,849.7306346332268
280.0,441.0,131.0,25.0,0.3,733.4072310782227
281.0,254.0,100.0,23.0,0.3,945.4000114240863
282.0,54.0,47.0,21.0,0.3,131723.08733105648
283.0,0.0,0.0,19.0,0.2,0.0
284.0,0.0,0.0,18.0,0.2,0.0
285.0,0.0,0.0,18.0,0.2,0.0
286.0,0.0,0.0,17.0,0.2,0.0
287.0,0.0,0.0,16.0,0.2,0.0
288.0,0.0,0.0,15.0,0.2,0.0
289.0,0.0,0.0,14.0,0.2,0.0
290.0,0.0,0.0,14.0,0.1,0.0
291.0,0.0,0.0,13.0,0.1,0.0
292.0,0.0,0.0,13.0,0.1,0.0
293.0,0.0,0.0,12.0,0.1,0.0
294.0,0.0,0.0,12.0,0.1,0.0
295.0,0.0,0.0,11.0,0.1,0.0
296.0,0.0,0.0,12.0,0.1,0.0
297.0,155.0,97.0,16.0,0.1,185.40653055279896
298.0,295.0,161.0,20.0,0.1,353.16066908022157
299.0,409.0,253.0,23.0,0.2,465.68838055445406
300.0,641.0,212.0,24.0,0.2,816.9827960916606
301.0,711.0,163.0,25.0,0.2,949.1728976091242
302.0,694.0,162.0,25.0,0.2,950.8368812026409
303.0,608.0,152.0,24.0,0.3,880.5273622596677
304.0,460.0,134.0,22.0,0.3,763.0148207681167
305.0,268.0,103.0,20.0,0.3,966.2775868045161
306.0,51.0,44.0,17.0,0.3,141816.5835965565
307.0,0.0,0.0,16.0,0.3,0.0
308.0,0.0,0.0,14.0,0.3,0.0
309.0,0.0,0.0,13.0,0.3,0.0
310.0,0.0,0.0,12.0,0.3,0.0
311.0,0.0,0.0,11.0,0.3,0.0
312.0,0.0,0.0,10.0,0.3,0.0
313.0,0.0,0.0,9.0,0.3,0.0
314.0,0.0,0.0,8.0,0.3,0.0
315.0,0.0,0.0,8.0,0.3,0.0
316.0,0.0,0.0,7.0,0.3,0.0
317.0,0.0,0.0,6.0,0.3,0.0
318.0,0.0,0.0,6.0,0.2,0.0
319.0,0.0,0.0,6.0,0.2,0.0
320.0,0.0,0.0,7.0,0.1,0.0
321.0,155.0,78.0,10.0,0.1,197.76856058302826
322.0,356.0,113.0,15.0,0.1,470.2609851013
323.0,524.0,136.0,18.0,0.2,690.2686584066256
324.0,637.0,152.0,20.0,0.2,839.1953875502096
325.0,680.0,168.0,21.0,0.2,899.9715106436134
326.0,670.0,161.0,22.0,0.2,913.2692845473367
327.0,593.0,145.0,21.0,0.2,858.1194664750194
328.0,449.0,132.0,20.0,0.2,738.9846028897089
329.0,263.0,132.0,17.0,0.2,783.7417311116552
330.0,55.0,47.0,14.0,0.1,173323.6417445498
331.0,0.0,0.0,13.0,0.1,0.0
332.0,0.0,0.0,12.0,0.1,0.0
333.0,0.0,0.0,11.0,0.2,0.0
334.0,0.0,0.0,10.0,0.2,0.0
335.0,0.0,0.0,10.0,0.2,0.0
336.0,0.0,0.0,9.0,0.2,0.0
337.0,0.0,0.0,8.0,0.2,0.0
338.0,0.0,0.0,8.0,0.3,0.0
339.0,0.0,0.0,7.0,0.3,0.0
340.0,0.0,0.0,7.0,0.3,0.0
341.0,0.0,0.0,6.0,0.2,0.0
342.0,0.0,0.0,6.0,0.2,0.0
343.0,0.0,0.0,5.0,0.2,0.0
344.0,0.0,0.0,7.0,0.2,0.0
345.0,156.0,79.0,10.0,0.2,198.378065523783
346.0,358.0,116.0,14.0,0.1,470.77244465200476
347.0,519.0,140.0,19.0,0.1,679.8516387781234
348.0,640.0,152.0,21.0,0.1,841.9783427982538
349.0,684.0,167.0,22.0,0.1,904.4787924203894
350.0,656.0,180.0,22.0,0.1,879.8666372221356
351.0,590.0,153.0,22.0,0.1,845.1530359918363
352.0,454.0,130.0,20.0,0.1,745.9638983953112
353.0,277.0,130.0,17.0,0.1,830.4974161398584
354.0,58.0,50.0,14.0,0.2,184278.76110277176
355.0,0.0,0.0,13.0,0.2,0.0
356.0,0.0,0.0,12.0,0.2,0.0
357.0,0.0,0.0,11.0,0.2,0.0
358.0,0.0,0.0,10.0,0.2,0.0
359.0,0.0,0.0,10.0,0.3,0.0
360.0,0.0,0.0,9.0,0.3,0.0
361.0,0.0,0.0,9.0,0.3,0.0
362.0,0.0,0.0,8.0,0.4,0.0
363.0,0.0,0.0,7.0,0.4,0.0
364.0,0.0,0.0,7.0,0.3,0.0
365.0,0.0,0.0,6.0,0.3,0.0
366.0,0.0,0.0,6.0,0.3,0.0
367.0,0.0,0.0,5.0,0.3,0.0
368.0,0.0,0.0,7.0,0.3,0.0
369.0,161.0,79.0,10.0,0.2,206.02817782838648
370.0,363.0,112.0,14.0,0.2,479.5120289845902
371.0,528.0,134.0,19.0,0.3,694.5675153722129
372.0,643.0,150.0,21.0,0.3,845.6544860738139
373.0,688.0,165.0,22.0,0.3,909.39415199712
374.0,671.0,167.0,22.0,0.3,907.0745373376719
375.0,595.0,150.0,22.0,0.3,852.1992048059035
376.0,460.0,130.0,21.0,0.3,752.7167055662011
377.0,274.0,133.0,18.0,0.3,776.410366839342
378.0,62.0,52.0,15.0,0.3,243643.146512738
379.0,0.0,0.0,14.0,0.3,0.0
380.0,0.0,0.0,13.0,0.4,0.0
381.0,0.0,0.0,12.0,0.4,0.0
382.0,0.0,0.0,11.0,0.4,0.0
383.0,0.0,0.0,11.0,0.4,0.0
384.0,0.0,0.0,10.0,0.4,0.0
385.0,0.0,0.0,9.0,0.4,0.0
386.0,0.0,0.0,9.0,0.4,0.0
387.0,0.0,0.0,8.0,0.3,0.0
388.0,0.0,0.0,8.0,0.3,0.0
389.0,0.0,0.0,7.0,0.3,0.0
390.0,0.0,0.0,7.0,0.3,0.0
391.0,0.0,0.0,7.0,0.3,0.0
392.0,0.0,0.0,8.0,0.3,0.0
393.0,157.0,78.0,12.0,0.2,199.89987240059224
394.0,366.0,121.0,16.0,0.2,478.1879705635848
395.0,543.0,145.0,20.0,0.2,709.4157298650525
396.0,646.0,148.0,22.0,0.2,849.2491841345704
397.0,701.0,155.0,23.0,0.2,931.0673677254921
398.0,685.0,155.0,24.0,0.2,931.9669163335294
399.0,622.0,154.0,24.0,0.2,889.5605185231066
400.0,474.0,136.0,22.0,0.2,768.7568020025672
401.0,279.0,133.0,20.0,0.2,772.6977863205266
402.0,60.0,51.0,17.0,0.3,230898.55348422955
403.0,0.0,0.0,16.0,0.3,0.0
404.0,0.0,0.0,15.0,0.3,0.0
405.0,0.0,0.0,14.0,0.3,0.0
406.0,0.0,0.0,13.0,0.3,0.0
407.0,0.0,0.0,12.0,0.3,0.0
408.0,0.0,0.0,12.0,0.3,0.0
409.0,0.0,0.0,11.0,0.3,0.0
410.0,0.0,0.0,11.0,0.2,0.0
411.0,0.0,0.0,11.0,0.2,0.0
412.0,0.0,0.0,10.0,0.2,0.0
413.0,0.0,0.0,10.0,0.2,0.0
414.0,0.0,0.0,10.0,0.3,0.0
415.0,0.0,0.0,9.0,0.3,0.0
416.0,0.0,0.0,10.0,0.3,0.0
417.0,161.0,78.0,14.0,0.2,205.86759481151705
418.0,368.0,121.0,18.0,0.2,480.2020888013039
419.0,506.0,163.0,23.0,0.2,646.1997856271594
420.0,603.0,208.0,25.0,0.2,758.0097624763374
421.0,676.0,200.0,27.0,0.1,871.3185176763742
422.0,678.0,168.0,28.0,0.1,912.2895147305884
423.0,607.0,147.0,28.0,0.1,867.0991082840776
424.0,463.0,134.0,26.0,0.1,745.0480176732073
425.0,284.0,133.0,23.0,0.2,769.2331441885982
426.0,64.0,55.0,20.0,0.3,242148.59620640957
427.0,0.0,0.0,19.0,0.3,0.0
428.0,0.0,0.0,18.0,0.4,0.0
429.0,0.0,0.0,17.0,0.3,0.0
430.0,0.0,0.0,16.0,0.3,0.0
431.0,0.0,0.0,15.0,0.3,0.0
432.0,0.0,0.0,14.0,0.3,0.0
433.0,0.0,0.0,13.0,0.2,0.0
434.0,0.0,0.0,13.0,0.2,0.0
435.0,0.0,0.0,12.0,0.1,0.0
436.0,0.0,0.0,12.0,0.1,0.0
437.0,0.0,0.0,11.0,0.0,0.0
438.0,0.0,0.0,11.0,0.0,0.0
439.0,0.0,0.0,11.0,0.0,0.0
440.0,0.0,0.0,12.0,0.0,0.0
441.0,160.0,78.0,16.0,0.0,203.8490505962755
442.0,366.0,121.0,20.0,0.0,476.26129043761335
443.0,544.0,145.0,24.0,0.1,708.0649789057939
444.0,668.0,159.0,27.0,0.2,871.8076768466897
445.0,726.0,165.0,28.0,0.2,957.8430464047285
446.0,687.0,176.0,28.0,0.2,918.9403203349376
447.0,626.0,154.0,28.0,0.3,889.4711915655009
448.0,478.0,137.0,26.0,0.3,765.4924577965982
449.0,285.0,106.0,24.0,0.2,834.8169696621612
450.0,67.0,56.0,20.0,0.2,309229.34695763973
451.0,0.0,0.0,19.0,0.2,0.0
452.0,0.0,0.0,18.0,0.2,0.0
453.0,0.0,0.0,17.0,0.2,0.0
454.0,0.0,0.0,17.0,0.2,0.0
455.0,0.0,0.0,16.0,0.1,0.0
456.0,0.0,0.0,15.0,0.1,0.0
457.0,0.0,0.0,15.0,0.1,0.0
458.0,0.0,0.0,14.0,0.1,0.0
459.0,0.0,0.0,14.0,0.1,0.0
460.0,0.0,0.0,13.0,0.1,0.0
461.0,0.0,0.0,13.0,0.1,0.0
462.0,0.0,0.0,13.0,0.1,0.0
463.0,0.0,0.0,12.0,0.1,0.0
464.0,0.0,0.0,14.0,0.1,0.0
465.0,157.0,77.0,18.0,0.1,199.29833203539783
466.0,359.0,119.0,21.0,0.0,465.9948496240385
467.0,533.0,143.0,26.0,0.0,691.8727011198164
468.0,655.0,157.0,28.0,0.0,852.537924268621
469.0,712.0,163.0,29.0,0.1,936.6577188523901
470.0,698.0,161.0,29.0,0.1,940.4605968587888
471.0,614.0,152.0,29.0,0.1,868.6101106663774
472.0,469.0,135.0,28.0,0.1,745.7112883829642
473.0,281.0,105.0,25.0,0.1,795.8138728802762
474.0,71.0,59.0,22.0,0.1,351305.7671567088
475.0,0.0,0.0,21.0,0.1,0.0
476.0,0.0,0.0,21.0,0.0,0.0
477.0,0.0,0.0,20.0,0.1,0.0
478.0,0.0,0.0,19.0,0.1,0.0
479.0,0.0,0.0,18.0,0.2,0.0
480.0,0.0,0.0,18.0,0.2,0.0
481.0,0.0,0.0,17.0,0.2,0.0
482.0,0.0,0.0,17.0,0.2,0.0
483.0,0.0,0.0,16.0,0.2,0.0
484.0,0.0,0.0,15.0,0.2,0.0
485.0,0.0,0.0,15.0,0.2,0.0
486.0,0.0,0.0,14.0,0.1,0.0
487.0,0.0,0.0,14.0,0.1,0.0
488.0,0.0,0.0,15.0,0.1,0.0
489.0,155.0,76.0,18.0,0.1,196.32913812882543
490.0,266.0,191.0,22.0,0.1,290.87392045301374
491.0,384.0,277.0,27.0,0.1,414.44508758072794
492.0,655.0,157.0,29.0,0.1,850.7063429579534
493.0,714.0,163.0,30.0,0.1,937.3109921343455
494.0,701.0,162.0,30.0,0.2,941.7246622526981
495.0,618.0,153.0,30.0,0.2,870.9963410123243
496.0,473.0,136.0,29.0,0.2,747.3385841776598
497.0,284.0,106.0,27.0,0.2,780.403056719395
498.0,69.0,56.0,23.0,0.2,395124.6248769548
499.0,0.0,0.0,22.0,0.2,0.0
500.0,0.0,0.0,22.0,0.2,0.0
501.0,0.0,0.0,21.0,0.2,0.0
502.0,0.0,0.0,20.0,0.2,0.0
503.0,0.0,0.0,19.0,0.2,0.0
504.0,0.0,0.0,18.0,0.2,0.0
505.0,0.0,0.0,18.0,0.2,0.0
506.0,0.0,0.0,17.0,0.2,0.0
507.0,0.0,0.0,16.0,0.2,0.0
508.0,0.0,0.0,16.0,0.2,0.0
509.0,0.0,0.0,15.0,0.2,0.0
510.0,0.0,0.0,15.0,0.1,0.0
511.0,0.0,0.0,14.0,0.1,0.0
512.0,0.0,0.0,16.0,0.1,0.0
513.0,160.0,77.0,19.0,0.1,203.09424398667156
514.0,365.0,120.0,23.0,0.0,472.18787824207334
515.0,543.0,145.0,28.0,0.1,702.1588309648116
516.0,669.0,159.0,29.0,0.1,867.599256544328
517.0,708.0,182.0,30.0,0.1,917.6258554503905
518.0,715.0,163.0,30.0,0.1,958.9637659140434
519.0,593.0,206.0,30.0,0.1,796.597940007615
520.0,485.0,137.0,28.0,0.1,763.4624457424883
521.0,293.0,108.0,26.0,0.1,785.4733714282104
522.0,73.0,61.0,22.0,0.1,377622.27620847884
523.0,0.0,0.0,21.0,0.1,0.0
524.0,0.0,0.0,21.0,0.2,0.0
525.0,0.0,0.0,20.0,0.2,0.0
526.0,0.0,0.0,19.0,0.3,0.0
527.0,0.0,0.0,18.0,0.3,0.0
528.0,0.0,0.0,17.0,0.3,0.0
529.0,0.0,0.0,17.0,0.4,0.0
530.0,0.0,0.0,16.0,0.4,0.0
531.0,0.0,0.0,15.0,0.4,0.0
532.0,0.0,0.0,14.0,0.3,0.0
533.0,0.0,0.0,14.0,0.3,0.0
534.0,0.0,0.0,13.0,0.3,0.0
535.0,0.0,0.0,12.0,0.3,0.0
536.0,0.0,0.0,14.0,0.2,0.0
537.0,160.0,84.0,17.0,0.2,198.28352228693834
538.0,369.0,121.0,22.0,0.1,476.410457686141
539.0,548.0,145.0,26.0,0.2,707.6687293295205
540.0,674.0,159.0,28.0,0.1,872.6510158902342
541.0,733.0,165.0,29.0,0.1,958.7019228466315
542.0,721.0,164.0,29.0,0.1,964.4115580268399
543.0,637.0,155.0,29.0,0.1,892.5713641042291
544.0,490.0,138.0,27.0,0.1,766.6375995171985
